"project_geographic_district","project_building_identifier","project_school_name","project_type","project_description","project_phase_name","project_status_name","project_phase_actual_start_date","project_phase_planned_end_date","project_phase_actual_end_date","BAC","EAC","AC","perc_complete","dfs_numbers"
23,"K012","P.S. 12 - BROOKLYN","SCA CIP","ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / FENCING","Design","Complete","2023-10-30","2024-06-10","2024-04-26","715414.00","667676.00","654795.00","98.07","DSF0001009615, DSF0001009616, DSF0001009617, DSF0001009618, DSF0001111760"
23,"K012","I.S. 484 - BROOKLYN","DOE - Skilled Trades","CAFETERIA ENHANCEMENT EXPERIENCE","Construction","In-Progress","2024-02-09","DOES","","DOES","458324.00","0.00","0.00","DSF0001085710"
23,"K012","P.S. 12 - BROOKLYN","DOE - RESOA","FY23 RESO A BATHROOM UPGRADES","Construction","In-Progress","2024-06-21","DOER","","DOER","38808.00","0.00","0.00","DSF0001035369"
23,"K012","P.S. 12 - BROOKLYN","SCA CIP","LOW VOLTAGE ELECTRICAL SYSTEMS","Scope","Complete","2024-07-12","2024-10-10","2025-04-02","23135.00","17034.00","17034.00","100.00","DSF0001088032"
23,"K012","P.S. 12 - BROOKLYN","SCA CIP","ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / FENCING","Construction","In-Progress","2024-07-22","2027-01-07","","15439113.00","14018000.00","851173.00","6.07","DSF0001009615, DSF0001009616, DSF0001009617, DSF0001009618, DSF0001111760"
23,"K012","P.S. 12 - BROOKLYN","SCA CIP","ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / FENCING","CM,F&E","In-Progress","2024-07-22","2027-01-07","","1069762.00","270413.00","254220.00","94.01","DSF0001009615, DSF0001009616, DSF0001009617, DSF0001009618, DSF0001111760"
23,"K012","P.S. 12 - BROOKLYN","SCA CIP","LOW VOLTAGE ELECTRICAL SYSTEMS","Design","In-Progress","2025-04-02","2025-09-03","","107963.00","107963.00","68136.00","63.11","DSF0001088032"
23,"K012","P.S. 12 - BROOKLYN","SCA CIP","LOW VOLTAGE ELECTRICAL SYSTEMS","CM,F&E","PNS","PNS","PNS","PNS","169656.00","169656.00","5010.00","2.95","DSF0001088032"
23,"K012","P.S. 12 - BROOKLYN","SCA CIP","WALK-IN REFRIGERATORS AND FREEZERS","CM,F&E","PNS","PNS","PNS","PNS","191548.00","191548.00","13285.00","6.94","DSF0001083797"
23,"K012","P.S. 12 - BROOKLYN","DOE - RESOA","FY23 RESO A AUDITORIUM UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","215000.00","0.00","0.00","DSF0001035368"
23,"K012","P.S. 12 - BROOKLYN","SCA CIP","WALK-IN REFRIGERATORS AND FREEZERS","Construction","PNS","PNS","PNS","PNS","1033468.00","1033468.00","0.00","0.00","DSF0001083797"
23,"K012","P.S. 12 - BROOKLYN","SCA CIP","LOW VOLTAGE ELECTRICAL SYSTEMS","Construction","PNS","PNS","PNS","PNS","1711982.00","1711982.00","0.00","0.00","DSF0001088032"
19,"K013","P.S. 13 - BROOKLYN","DOE - Skilled Trades","BATHROOM UPGRADES","Construction","In-Progress","2022-07-05","DOES","","DOES","191366.00","0.00","0.00","DSF0001034216"
19,"K013","P.S. 13 - BROOKLYN","DOE - Skilled Trades","DEP GREEN INFRASTRUCTURE","Construction","In-Progress","2022-11-14","DOES","","DOES","1157455.00","0.00","0.00","DSF0000911947"
19,"K013","P.S. 13 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Scope","Complete","2024-01-18","2024-05-16","2024-04-02","3276.00","2134.00","2134.00","100.00","DSF0001087367"
19,"K013","P.S. 13 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Design","Complete","2024-04-02","2024-09-26","2024-07-16","14742.00","8539.00","8539.00","100.00","DSF0001087367"
19,"K013","P.S. 13 - BROOKLYN","DOE - RESOA","FY24 RESO A AUDITORIUM UPGRADE","Construction","In-Progress","2024-04-03","DOER","","DOER","498205.00","0.00","0.00","DSF0001085939"
19,"K013","P.S. 13 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","CM,F&E","In-Progress","2025-04-16","2026-03-11","","38957.00","27862.00","10172.00","36.51","DSF0001087367"
19,"K013","P.S. 13 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Construction","In-Progress","2025-04-16","2026-03-11","","190008.00","168393.00","2393.00","1.42","DSF0001087367"
19,"K013","P.S. 13 - BROOKLYN","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","350000.00","0.00","0.00","DSF0001112517"
19,"K013","P.S. 13 - BROOKLYN","DOE - RESOA","FY24 RESO A HYDROPONICS LAB","Construction","PNS","PNS","PNS","PNS","DOER","233000.00","0.00","0.00","DSF0001085940"
22,"K014","I.S. 14 - BROOKLYN","DOE - RESOA","FY15 RESO A ROOM CONVERSIONS / PARTITIONING","Construction","In-Progress","2021-07-16","DOER","","DOER","291871.00","0.00","0.00","DSF0000800464"
22,"K014","I.S. 14 - BROOKLYN","SCA CIP","PARAPETS / EXTERIOR MASONRY","Scope","Complete","2023-07-06","2023-11-21","2024-02-23","31839.00","90470.00","90451.00","99.98","DSF0001060336, DSF0001088082"
22,"K014","I.S. 14 - BROOKLYN","SCA CIP","PARAPETS / EXTERIOR MASONRY","Design","Complete","2024-02-26","2024-07-26","2024-05-15","149793.00","191236.00","158587.00","82.93","DSF0001060336, DSF0001088082"
22,"K014","I.S. 14 - BROOKLYN","DOE - Skilled Trades","ELEVATOR MODERNIZATION","Construction","In-Progress","2024-02-28","DOES","","DOES","573921.00","256198.00","44.64","DSF0001088076"
22,"K014","I.S. 14 - BROOKLYN","SCA CIP","PARAPETS / EXTERIOR MASONRY","CM,F&E","In-Progress","2024-10-21","2027-04-08","","293383.00","195948.00","180572.00","92.15","DSF0001060336, DSF0001088082"
22,"K014","I.S. 14 - BROOKLYN","SCA CIP","PARAPETS / EXTERIOR MASONRY","Construction","In-Progress","2024-10-21","2027-04-08","","2557135.00","2316280.00","616194.00","26.60","DSF0001060336, DSF0001088082"
22,"K014","I.S. 14 - BROOKLYN","SCA IEH","PO18-ABATE PIPE INSULATION SHOWER/BATHROOM BOILER ROOM #B30  FRIABLE WHITE AIRCELL PIPE INSULATION,","Construction","Complete","2025-05-30","IEH","2025-06-12","IEH","1267.00","517.00","40.81","SCA0000074332"
22,"K014","I.S. 14 - BROOKLYN","DOE - RESOA","FY25 RESO A STEM LAB","Construction","PNS","PNS","PNS","PNS","DOER","150000.00","0.00","0.00","DSF0001112519"
22,"K014","I.S. 14 - BROOKLYN","DOE - RESOA","FY13 RESO A AUDITORIUM UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","63000.00","0.00","0.00","DSF0000754664"
22,"K014","K771 SPED - BROOKLYN","DOE - RESOA","FY25 RESO A BATHROOM UPGRADES","Construction","PNS","PNS","PNS","PNS","DOER","225000.00","0.00","0.00","DSF0001112518"
15,"K015","P.S. 15 - BROOKLYN","SCA CIP","ROOFS / WINDOWS / EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY","Scope","Complete","2018-11-07","2019-11-06","2019-11-12","179240.00","149873.00","149873.00","100.00","DSF0000868633, DSF0000868634, DSF0000868635, DSF0000912348"
15,"K015","P.S. 15 - BROOKLYN","Fast Track Projects","GAS LEAK","Construction","In-Progress","2019-04-15","FTK","","FTK","37984.00","37984.00","100.00","SCA0000056166"
15,"K015","P.S. 15 - BROOKLYN","SCA CIP","ROOFS / WINDOWS / EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY","Design","Complete","2019-11-13","2020-05-01","2021-04-02","896202.00","826396.00","764061.00","92.46","DSF0000868633, DSF0000868634, DSF0000868635, DSF0000912348"
15,"K015","P.S. 15 - BROOKLYN","SCA CIP","ROOFS / WINDOWS / EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY","CM,F&E","In-Progress","2021-08-16","2023-08-15","","1254685.00","1893767.00","1172789.00","61.93","DSF0000868633, DSF0000868634, DSF0000868635, DSF0000912348"
15,"K015","P.S. 15 - BROOKLYN","SCA CIP","ROOFS / WINDOWS / EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY","Construction","In-Progress","2021-08-16","2023-08-15","","20164576.00","31334421.00","17413094.00","55.57","DSF0000868633, DSF0000868634, DSF0000868635, DSF0000912348"
15,"K015","P.S. 15 - BROOKLYN","SCA CIP","IPDVS CAMERA INSTALLATION","Scope","Complete","2023-07-13","2023-11-13","2023-08-02","3120.00","2253.00","2253.00","100.00","DSF0001035003"
15,"K015","P.S. 15 - BROOKLYN","SCA CIP","IPDVS CAMERA INSTALLATION","Design","Complete","2023-08-02","2024-01-31","2023-11-08","14040.00","9010.00","9010.00","100.00","DSF0001035003"
15,"K015","P.S. 15 - BROOKLYN","SCA CIP","IPDVS CAMERA INSTALLATION","CM,F&E","In-Progress","2024-06-12","2025-05-07","","100029.00","94494.00","48317.00","51.13","DSF0001035003"
15,"K015","P.S. 15 - BROOKLYN","SCA CIP","IPDVS CAMERA INSTALLATION","Construction","In-Progress","2024-06-12","2025-05-07","","180960.00","166565.00","143387.00","86.08","DSF0001035003"
15,"K015","P.S. 15 - BROOKLYN","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","Complete","2025-04-07","DIIR","2025-06-06","DIIR","50000.00","50000.00","100.00","DSF0001112520"
15,"K015","P.S. 15 - BROOKLYN","Fast Track Projects","FY20 RESO A PLAYGROUND UPGRADE","Construction","PNS","FTK","FTK","FTK","FTK","183796.00","124991.00","68.01","DSF0000913200"
15,"K015","P.S. 15 - BROOKLYN","DOE - RESOA","FY24 RESO A WATER FOUNTAIN UPGRADES","Construction","PNS","PNS","PNS","PNS","DOER","62427.00","0.00","0.00","DSF0001085941"
14,"K016","P.S. 16 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Scope","Complete","2024-05-28","2024-09-26","2024-05-31","3941.00","2590.00","2590.00","100.00","DSF0001087368"
14,"K016","P.S. 16 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Design","Complete","2024-05-31","2024-11-27","2024-11-06","17734.00","10359.00","10359.00","100.00","DSF0001087368"
14,"K016","P.S. 16 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","CM,F&E","In-Progress","2025-06-26","2026-05-21","","42364.00","26771.00","5490.00","20.51","DSF0001087368"
14,"K016","P.S. 16 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Construction","In-Progress","2025-06-26","2026-05-21","","228569.00","204937.00","7895.00","3.85","DSF0001087368"
14,"K016","P.S. 16 - BROOKLYN","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","93000.00","0.00","0.00","DSF0001112522"
14,"K016","P.S. 16 - BROOKLYN","DOE - RESOA","FY25 RESO A STEM LAB","Construction","PNS","PNS","PNS","PNS","DOER","93000.00","0.00","0.00","DSF0001112523"
14,"K016","P.S. 16 - BROOKLYN","DOE - RESOA","FY25 RESO A AUDITORIUM SUPPLEMENTAL COOLING","Construction","PNS","PNS","PNS","PNS","DOER","1000000.00","0.00","0.00","DSF0001112521"
14,"K016","P.S. 16 - BROOKLYN","SCA CIP RESOA","PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","CM,F&E","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001113561"
14,"K016","P.S. 16 - BROOKLYN","SCA CIP RESOA","PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","Construction","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001113561"
14,"K016","P.S. 16 - BROOKLYN","SCA CIP RESOA","PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","Design","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001113561"
14,"K016","P.S. 16 - BROOKLYN","SCA CIP RESOA","PATH OF TRAVEL RESO A AUDITORIUM UPGRADE","Scope","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001113561"
14,"K017","P.S. 17 - BROOKLYN","SCA CIP","CERTIFICATE OF OCCUPANCY / FIRE ALARM SYSTEM REPLACEMENT","Scope","Complete","2017-04-06","2017-11-02","2017-12-19","183712.00","162802.00","162802.00","100.00","DSF0000865947, DSF0001083702"
14,"K017","P.S. 17 - BROOKLYN","SCA CIP","CERTIFICATE OF OCCUPANCY / FIRE ALARM SYSTEM REPLACEMENT","Design","Complete","2018-04-25","2018-10-25","2022-09-30","910025.00","549395.00","518205.00","94.32","DSF0000865947, DSF0001083702"
14,"K017","P.S. 17 - BROOKLYN","DOE - Skilled Trades","ACE BOILER CONTROLS UPGRADE","Construction","In-Progress","2022-01-07","DOES","","DOES","60651.00","0.00","0.00","DSF0000866101"
14,"K017","I.S. 577 - BROOKLYN","SCA CIP","IPDVS INSTALLATION","Scope","Complete","2023-07-27","2023-11-28","2023-08-02","3886.00","3433.00","3433.00","100.00","DSF0001035001"
14,"K017","I.S. 577 - BROOKLYN","SCA CIP","IPDVS INSTALLATION","Design","Complete","2023-08-02","2024-01-31","2023-12-20","17487.00","13733.00","13733.00","100.00","DSF0001035001"
14,"K017","P.S. 17 - BROOKLYN","SCA CIP","CERTIFICATE OF OCCUPANCY / FIRE ALARM SYSTEM REPLACEMENT","CM,F&E","In-Progress","2023-08-28","2025-08-16","","1349963.00","389691.00","388955.00","99.81","DSF0000865947, DSF0001083702"
14,"K017","P.S. 17 - BROOKLYN","SCA CIP","CERTIFICATE OF OCCUPANCY / FIRE ALARM SYSTEM REPLACEMENT","Construction","In-Progress","2023-08-28","2025-08-16","","19737609.00","17914883.00","7172212.00","40.03","DSF0000865947, DSF0001083702"
14,"K017","I.S. 577 - BROOKLYN","SCA CIP","IPDVS INSTALLATION","CM,F&E","In-Progress","2024-04-16","2025-03-11","","96525.00","81856.00","63767.00","77.90","DSF0001035001"
14,"K017","I.S. 577 - BROOKLYN","SCA CIP","IPDVS INSTALLATION","Construction","In-Progress","2024-04-16","2025-03-11","","225388.00","200683.00","173604.00","86.51","DSF0001035001"
14,"K017","I.S. 577 - BROOKLYN","SCA IEH","PO18-SAFE ACCESS ABATEMENT","Construction","Complete","2024-12-06","IEH","2025-01-04","IEH","9606.00","9606.00","100.00","SCA0000073680"
14,"K017","I.S. 577 - BROOKLYN","SCA IEH","PO18-REPLACE APPROX 6000 SQ FT OF 9X9 TILES FIRST FLOOR MAIN ENT, UNDER STAIRCASE, HALLWY 2ND, 3RD,","Construction","Complete","2025-02-14","IEH","2025-04-30","IEH","263673.00","1533.00","0.58","SCA0000073917"
14,"K017","I.S. 577 - BROOKLYN","SCA IEH","PO18-REPLACE 800 SQ FT OF 9X9 IN 2ND AND 4TH FLOOR STAIRWELL STAIRCASE B, D, G,","Construction","In-Progress","2025-05-01","IEH","","IEH","1770.00","1020.00","57.63","SCA0000074216"
14,"K017","P.S. 17 - BROOKLYN","DOE - RESOA","FY25 RESO A HYDROPONICS LAB","Construction","PNS","PNS","PNS","PNS","DOER","175000.00","0.00","0.00","DSF0001112527"
14,"K017","P.S. 17 - BROOKLYN","DOE - RESOA","FY25 RESO A SUPPLEMENTAL COOLING","Construction","PNS","PNS","PNS","PNS","DOER","1000000.00","0.00","0.00","DSF0001112524"
14,"K017","P.S. 17 - BROOKLYN","SCA CIP RESOA","PATH OF TRAVEL RESO A SUPPLEMENTAL COOLING","CM,F&E","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001113562"
14,"K017","P.S. 17 - BROOKLYN","SCA CIP RESOA","PATH OF TRAVEL RESO A SUPPLEMENTAL COOLING","Construction","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001113562"
14,"K017","P.S. 17 - BROOKLYN","SCA CIP RESOA","PATH OF TRAVEL RESO A SUPPLEMENTAL COOLING","Design","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001113562"
14,"K017","P.S. 17 - BROOKLYN","SCA CIP RESOA","PATH OF TRAVEL RESO A SUPPLEMENTAL COOLING","Scope","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0001113562"
14,"K017","P.S. 17 - BROOKLYN","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","300000.00","0.00","0.00","DSF0001112525"
14,"K017","I.S. 577 - BROOKLYN","DOE - RESOA","FY25 RESO A ROOM CONVERSION","Construction","PNS","PNS","PNS","PNS","DOER","250000.00","0.00","0.00","DSF0001112526"
14,"K017","P.S. 17 - BROOKLYN","DOE - RESOA","FY23 RESO A CAFETERIA UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","150000.00","0.00","0.00","DSF0001035372"
14,"K018","P.S. 18 - BROOKLYN","SCA CIP","ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND UPGRADE","Scope","Complete","2022-07-08","2022-11-23","2023-08-21","84605.00","135915.00","135915.00","100.00","DSF0001009742, DSF0001009743, DSF0001009744, DSF0001086874"
14,"K018","P.S. 18 - BROOKLYN","DOE - Skilled Trades","ACE STEAM SYSTEM OPTIMIZATION","Construction","In-Progress","2022-09-22","DOES","","DOES","98632.00","0.00","0.00","DSF0001034405"
14,"K018","P.S. 18 - BROOKLYN","SCA CIP","ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND UPGRADE","Design","Complete","2023-08-31","2024-02-06","2024-01-30","417512.00","274643.00","261077.00","95.06","DSF0001009742, DSF0001009743, DSF0001009744, DSF0001086874"
14,"K018","P.S. 18 - BROOKLYN","SCA CIP","PATH OF TRAVEL PLAYGROUND UPGRADE","Design","Complete","2023-12-13","2024-04-12","2024-01-30","4722.00","790.00","790.00","100.00","DSF0001111878"
14,"K018","P.S. 18 - BROOKLYN","SCA CIP","PATH OF TRAVEL PLAYGROUND UPGRADE","Scope","Complete","2023-12-13","2023-12-13","2023-12-13","1049.00","8510.00","8510.00","100.00","DSF0001111878"
14,"K018","P.S. 18 - BROOKLYN","DOE - RESOA","FY24 RESO A WATER FOUNTAIN UPGRADES","Construction","In-Progress","2024-04-09","DOER","","DOER","50000.00","0.00","0.00","DSF0001085942"
14,"K018","P.S. 18 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Scope","Complete","2025-03-12","2025-07-11","2025-03-13","1770.00","1167.00","1167.00","100.00","DSF0001087369"
14,"K018","P.S. 18 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Design","In-Progress","2025-03-13","2025-09-08","","7080.00","7080.00","4669.00","65.95","DSF0001087369"
14,"K018","P.S. 18 - BROOKLYN","DOE - RESOA","FY25 RESO A CAFETERIA UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","150000.00","0.00","0.00","DSF0001112528"
14,"K018","P.S. 18 - BROOKLYN","SCA CIP","ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND UPGRADE","CM,F&E","PNS","PNS","PNS","PNS","633589.00","633589.00","56641.00","8.94","DSF0001009742, DSF0001009743, DSF0001009744, DSF0001086874"
14,"K018","P.S. 18 - BROOKLYN","SCA CIP","PATH OF TRAVEL PLAYGROUND UPGRADE","CM,F&E","PNS","PNS","PNS","PNS","11280.00","11280.00","2387.00","21.16","DSF0001111878"
14,"K018","P.S. 18 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","CM,F&E","PNS","PNS","PNS","PNS","26106.00","26106.00","3199.00","12.25","DSF0001087369"
14,"K018","P.S. 18 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Construction","PNS","PNS","PNS","PNS","101769.00","101769.00","0.00","0.00","DSF0001087369"
14,"K018","P.S. 18 - BROOKLYN","SCA CIP","ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND UPGRADE","Construction","PNS","PNS","PNS","PNS","8917115.00","8917115.00","261376.00","2.93","DSF0001009742, DSF0001009743, DSF0001009744, DSF0001086874"
14,"K018","P.S. 18 - BROOKLYN","SCA CIP","PATH OF TRAVEL PLAYGROUND UPGRADE","Construction","PNS","PNS","PNS","PNS","60861.00","60861.00","0.00","0.00","DSF0001111878"
14,"K019","P.S. 414 - BROOKLYN","SCA CIP","PATH OF TRAVEL PLAYGROUND UPGRADE / FY22 RESO A PLAYGROUND UPGRADE / EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / SITE WORK / FLOOD ELIMINATION","Scope","Complete","2022-06-06","2022-11-30","2022-10-04","284352.00","514621.00","475814.00","92.46","DSF0001033563, DSF0001033564, DSF0001009765, DSF0001009764, DSF0001009763, DSF0001009762, DSF0001036321, DSF0001009759"
14,"K019","P.S. 414 - BROOKLYN","SCA CIP","PATH OF TRAVEL PLAYGROUND UPGRADE / FY22 RESO A PLAYGROUND UPGRADE / EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / SITE WORK / FLOOD ELIMINATION","Design","Complete","2022-10-24","2023-06-12","2023-04-28","1412403.00","852374.00","852374.00","100.00","DSF0001033563, DSF0001033564, DSF0001009765, DSF0001009764, DSF0001009763, DSF0001009762, DSF0001036321, DSF0001009759"
14,"K019","P.S. 414 - BROOKLYN","SCA CIP","PATH OF TRAVEL PLAYGROUND UPGRADE / FY22 RESO A PLAYGROUND UPGRADE / EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / SITE WORK / FLOOD ELIMINATION","CM,F&E","In-Progress","2023-09-04","2026-09-02","","2060577.00","863443.00","834388.00","96.63","DSF0001033563, DSF0001033564, DSF0001009765, DSF0001009764, DSF0001009763, DSF0001009762, DSF0001036321, DSF0001009759"
14,"K019","P.S. 414 - BROOKLYN","SCA CIP","PATH OF TRAVEL PLAYGROUND UPGRADE / FY22 RESO A PLAYGROUND UPGRADE / EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / SITE WORK / FLOOD ELIMINATION","Construction","In-Progress","2023-09-04","2026-09-02","","30970227.00","28646531.00","11158164.00","38.95","DSF0001033563, DSF0001033564, DSF0001009765, DSF0001009764, DSF0001009763, DSF0001009762, DSF0001036321, DSF0001009759"
14,"K019","P.S. 414 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Scope","Complete","2025-03-12","2025-07-11","2025-03-13","3423.00","1000.00","1000.00","100.00","DSF0001087370"
14,"K019","P.S. 414 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Design","In-Progress","2025-03-13","2025-09-08","","13692.00","13692.00","3999.00","29.21","DSF0001087370"
14,"K019","P.S. 414 - BROOKLYN","SCA IEH","PO18-PERFORM EMERGENCY CLEANUP AND AIR CLEARANCE LOCATION : AUDITORIUM HOLES WERE DRILLED INTO AUDIT","Construction","Complete","2025-04-11","IEH","2025-04-13","IEH","7666.00","623.00","8.13","SCA0000074150"
14,"K019","P.S. 414 - BROOKLYN","DIIT - RESOA","FY 07 RESO A TECHNOLOGY","Purch & Install","PNS","PNS","PNS","PNS","DIIR","64512.00","0.00","0.00","DSF0000822695"
14,"K019","P.S. 414 - BROOKLYN","DOE - RESOA","FY21 RESO A HYDROPONICS LAB","Construction","PNS","PNS","PNS","PNS","DOER","468319.00","0.00","0.00","DSF0000961280"
14,"K019","P.S. 414 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Construction","PNS","PNS","PNS","PNS","196824.00","196824.00","0.00","0.00","DSF0001087370"
14,"K019","P.S. 414 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","CM,F&E","PNS","PNS","PNS","PNS","50490.00","50490.00","2453.00","4.86","DSF0001087370"
13,"K020","P.S. 20 - BROOKLYN","SCA CIP","FULL PROGRAM ACCESSIBILITY / ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND RENOVATION / FIRE ALARM SYSTEM / FY24 RESO A GREEN ROOF","Scope","Complete","2022-02-11","2022-11-17","2024-02-15","248625.00","414499.00","414499.00","100.00","DSF0001034387, DSF0001009786, DSF0001009787, DSF0001009788, DSF0001083930, DSF0001085101, DSF0001085811"
13,"K020","P.S. 20 - BROOKLYN","SCA CIP","FULL PROGRAM ACCESSIBILITY / ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND RENOVATION / FIRE ALARM SYSTEM / FY24 RESO A GREEN ROOF","Design","Complete","2024-02-16","2024-07-19","2024-09-18","1230504.00","965810.00","667240.00","69.09","DSF0001034387, DSF0001009786, DSF0001009787, DSF0001009788, DSF0001083930, DSF0001085101, DSF0001085811"
13,"K020","P.S. 20 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Scope","Complete","2024-08-22","2024-12-24","2024-09-06","3288.00","62.00","62.00","100.00","DSF0001087371"
13,"K020","P.S. 20 - BROOKLYN","SCA CIP","IPDVS INSTALLATIONS","Design","Complete","2024-09-06","2025-03-07","2025-03-06","14796.00","249.00","249.00","100.00","DSF0001087371"
13,"K020","P.S. 20 - BROOKLYN","SCA IEH","PO18-ABATE FUEL OIL PIPE INUSLATION FOR BOILER CONVERSION LOCATION IS MARKED AT BOILER AND PUMP SET","Construction","Complete","2025-02-25","IEH","2025-06-20","IEH","1252.00","0.00","0.00","SCA0000073953"
